station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170415,39.02,73.94,,2.908022,320,10.961006,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170416,46.04,80.06,,5.59235,320,27.066974,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170421,44.06,78.98,,3.131716,320,12.974252,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170422,48.92,82.94,,7.381902,320,23.935258,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170427,55.04,78.98,,14.316416,320,33.106712,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170428,51.98,78.98,,13.42164,320,33.106712,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170430,46.04,87.08,,4.697574,320,19.01399,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170502,53.96,91.94,,5.59235,320,19.01399,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170511,57.02,82.04,,8.724066,320,29.08022,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170514,48.92,73.94,,8.052984,320,21.922012,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170519,51.08,91.04,,3.579104,320,16.105968,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170523,62.06,102.02,,4.026492,320,19.01399,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170524,64.94,95,,6.71082,320,19.01399,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170530,62.96,91.04,,9.842536,320,16.105968,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170609,62.96,87.08,,8.276678,320,31.093466,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170610,57.02,80.06,,11.855782,320,31.093466,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170611,53.96,73.94,,10.737312,320,27.96175,0,0,0.01181103
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170613,53.06,82.94,,8.500372,320,17.000744,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170623,73.04,107.06,,8.500372,320,23.040482,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170708,69.98,105.08,,6.934514,320,23.935258,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170718,71.96,102.02,,11.632088,320,23.040482,0,0,0
HANFORD MUNI AP,CA,36.3189,-119.6289,75.9,20170824,66.92,98.06,,8.052984,320,18.119214,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170109,48.02,59,,3.579104,320,21.922012,0,0,0.29133874
RAMONA AP,CA,33.0375,-116.9158,424.6,20170214,42.08,69.08,,3.579104,320,12.974252,,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170228,37.94,57.92,,5.144962,320,31.988242,0,0,0.05118113
RAMONA AP,CA,33.0375,-116.9158,424.6,20170420,42.08,78.98,,4.47388,320,31.988242,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170425,48.02,69.98,,6.263432,320,29.08022,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170428,44.06,78.08,,5.368656,320,29.974996,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170623,55.94,86,,4.697574,320,19.01399,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170717,62.06,89.96,,6.263432,320,23.935258,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170802,71.06,93.02,,3.35541,320,14.987498,0,0,0
RAMONA AP,CA,33.0375,-116.9158,424.6,20170915,62.06,78.08,,5.59235,320,29.08022,0,0,0
OCEANSIDE MUNI AP,CA,33.2194,-117.3494,8.5,20170331,44.96,68,,4.921268,320,23.935258,0,0,0
OCEANSIDE MUNI AP,CA,33.2194,-117.3494,8.5,20170515,57.02,66.92,,8.276678,320,27.066974,0,0,0
OCEANSIDE MUNI AP,CA,33.2194,-117.3494,8.5,20170803,71.06,84.92,,5.59235,320,19.01399,0,0,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170106,-0.76,12.2,,8.052984,320,23.935258,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170121,46.94,64.04,,8.500372,320,29.974996,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170129,26.24,32,,12.526864,320,29.974996,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170130,18.14,42.08,,9.171454,320,36.90951,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170212,29.12,55.04,,17.000744,320,40.936002,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170215,27.14,44.96,,12.079476,320,25.948504,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170310,28.22,41,,14.316416,320,31.988242,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170315,14.18,33.98,,9.618842,320,23.040482,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170507,37.94,66.02,,5.59235,320,23.040482,,,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170525,55.04,71.06,,10.06623,320,27.066974,0,0,0
MATTOON COLES CO AP,IL,39.4781,-88.2803,219.8,20170804,57.02,71.06,,12.30317,320,27.96175,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170102,64.94,77,,8.724066,320,27.96175,,,2.57874155
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170119,64.04,78.08,,5.816044,320,27.96175,,,0.79921303
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170225,55.94,80.06,,10.289924,320,25.948504,,,0.01968505
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170403,62.96,77,,8.94776,320,36.90951,,,2.75196999
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170405,66.92,78.08,,9.842536,320,34.001488,,,0.31102379
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170406,59,75.92,,11.632088,320,38.02798,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170423,60.08,80.06,,9.618842,320,29.974996,,,0.16141741
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170505,55.04,71.96,,8.500372,320,36.90951,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170512,68,84.02,,5.816044,320,27.96175,,,0.42913409
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170525,66.02,82.94,,6.487126,320,21.027236,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170625,78.08,91.94,,4.026492,320,21.922012,,,1.2598432
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170702,78.98,91.04,,5.368656,320,21.027236,,,0
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170727,78.08,93.02,,4.697574,320,18.119214,,,0.01181103
DESTIN FT WALTON AP,FL,30.4,-86.4717,6.7,20170804,75.92,84.02,,5.144962,320,25.948504,,,2.40945012
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170107,35.06,68,54.32,16.553356,320,33.106712,0,0,0.14960638
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170126,55.04,78.08,65.84,11.855782,320,38.02798,0,0,0.01181103
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170219,57.02,78.08,65.66,5.816044,320,17.000744,0,0,0
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170315,37.04,55.04,46.22,13.869028,320,29.974996,0,0,0
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170425,57.92,82.04,68.9,10.737312,320,23.935258,0,0,0
JACKSONVILLE CRAIG MUNI AP,FL,30.3361,-81.5147,12.5,20170727,73.94,89.06,78.08,4.026492,320,27.96175,0,0,0.25984266
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170129,30.2,68,,4.697574,320,27.066974,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170202,51.08,64.94,,5.816044,320,19.01399,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170214,48.92,64.94,,10.513618,320,33.106712,0,0,1.12992187
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170220,57.02,69.98,,5.816044,320,27.066974,0,0,1.68897729
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170221,48.92,75.02,,5.144962,320,27.066974,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170301,51.08,82.04,,10.513618,320,29.08022,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170307,57.92,78.98,,6.487126,320,31.093466,0,0,0.31889781
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170423,48.02,71.96,,8.276678,320,23.040482,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170426,59,89.06,,12.750558,320,31.988242,0,0,0.01181103
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170429,60.08,84.02,,17.000744,320,38.922756,0,0,0.05118113
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170430,46.94,73.94,,7.82929,320,25.948504,0,0,0
CONROE MONTGOMERY CO AP,TX,30.3567,-95.4139,74.7,20170505,46.04,80.06,,5.59235,320,27.96175,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170102,53.96,73.94,,6.71082,320,46.97574,0,0,0.79921303
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170129,39.02,66.92,,7.82929,320,25.948504,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170215,44.06,64.04,,8.724066,320,27.066974,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170220,57.02,71.06,,6.039738,320,29.974996,0,0,2.81102514
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170221,55.04,75.02,,5.816044,320,25.948504,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170423,46.94,71.96,,5.816044,320,23.040482,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170426,57.92,89.06,,10.737312,320,31.988242,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170604,68,84.02,,3.131716,320,35.119958,0,0,1.181103
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170608,66.02,87.08,,2.013246,320,14.092722,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170715,73.94,93.02,,2.908022,320,40.041226,0,0,0.68897675
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170905,73.04,93.02,,2.908022,320,21.922012,0,0,0
HUNTSVILLE MUNI AP,TX,30.7439,-95.5861,111.6,20170912,57.92,87.08,,2.684328,320,18.119214,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170104,30.2,39.02,,7.82929,320,23.935258,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170105,26.24,39.92,,13.645334,320,29.08022,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170224,48.02,69.08,,14.092722,320,29.974996,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170313,42.98,66.02,,11.408394,320,27.96175,0,0,0.16929143
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170402,57.02,71.06,,11.1847,320,27.96175,0,0,2.35826899
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170423,46.04,73.04,,8.052984,320,23.935258,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170504,53.06,73.94,,14.987498,320,36.014734,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170511,68,87.08,,9.842536,320,27.066974,0,0,0
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170602,66.92,84.02,,8.276678,320,33.106712,0,0,1.11023682
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170814,73.94,91.04,,6.934514,320,23.040482,0,0,0.44881914
ARLINGTON MUNI AP,TX,32.6636,-97.0939,192,20170913,57.02,91.04,,3.131716,320,12.079476,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170122,44.96,64.94,,15.211192,320,42.054472,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170214,41,46.94,,13.42164,320,31.093466,0,0,1.01181157
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170215,35.06,59,,9.395148,320,23.935258,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170330,46.04,78.98,,7.605596,320,27.066974,0,0,0
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170812,73.94,98.06,,5.816044,320,29.974996,0,0,0.6299216
FT WORTH ALLIANCE AP,TX,32.9733,-97.3181,208.8,20170818,71.06,87.98,,3.579104,320,19.01399,0,0,0.11023628
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170123,46.04,73.04,,5.816044,320,14.987498,0,0,0
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170129,37.94,69.08,,6.934514,320,27.066974,0,0,0
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170330,57.92,77,,6.71082,320,19.908766,0,0,0
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170405,50,73.94,,10.737312,320,31.988242,0,0,0.01968505
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170523,62.06,86,,5.816044,320,34.001488,0,0,0.07086618
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170604,69.98,89.96,,3.131716,320,23.935258,0,0,0.35039389
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170709,71.06,96.08,,6.263432,320,31.988242,0,0,2.70866288
HOUSTON HOOKS MEM AP,TX,30.0675,-95.5561,46.3,20170830,71.06,86,,10.289924,320,29.08022,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170122,42.98,64.04,,13.42164,320,38.922756,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170215,37.94,57.92,,7.605596,320,25.948504,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170313,42.08,62.96,,8.052984,320,27.066974,0,0,0.05905515
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170404,57.92,82.94,,10.513618,320,33.106712,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170405,48.92,69.98,,13.645334,320,36.90951,0,0,0
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170422,46.94,64.94,,11.408394,320,27.066974,0,0,0.05118113
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170426,46.94,75.02,,10.06623,320,34.001488,0,0,0.64173263
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170619,68,87.98,,5.59235,320,34.001488,0,0,1.66141822
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170704,68,91.04,,10.513618,320,44.067718,0,0,0.92126034
TERRELL MUNI AP,TX,32.71,-96.2672,144.8,20170812,75.02,96.98,,6.934514,320,35.119958,0,0,0.72834685
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170122,48.02,62.96,,15.882274,320,44.962494,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170221,48.02,73.94,,6.934514,320,27.066974,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170224,42.98,71.06,,13.42164,320,29.08022,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170405,46.94,69.98,,16.105968,320,38.922756,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170406,39.02,73.04,,3.131716,320,17.000744,0,0,0
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170523,57.92,73.94,,7.158208,320,27.066974,0,0,0.16141741
MCKINNEY MUNI AP,TX,33.1803,-96.5903,176.8,20170524,51.08,78.98,,10.289924,320,31.988242,0,0,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170215,21.2,37.94,,14.092722,320,35.119958,,,0.09842525
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170220,31.1,46.94,,6.263432,320,14.987498,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170304,4.1,19.22,,9.618842,320,29.974996,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170310,8.24,30.2,,14.763804,320,38.922756,,,0.03149608
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170407,28.22,33.08,,17.671826,320,36.90951,,,0.0393701
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170417,41,60.08,,13.645334,320,33.106712,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170723,64.04,78.98,,3.131716,320,27.96175,,,0.61811057
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170731,57.02,82.94,,6.934514,320,19.908766,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170808,53.96,73.94,,6.487126,320,19.01399,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170815,62.06,82.04,,6.71082,320,19.01399,,,0
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170819,60.08,78.08,,8.724066,320,25.948504,,,0.01968505
WELLSVILLE MUNI AP,NY,42.1094,-77.9919,647.4,20170826,42.08,69.98,,2.23694,320,21.027236,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170209,14.18,26.24,,12.750558,320,35.119958,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170408,32,46.04,,12.750558,320,31.988242,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170418,32,53.96,,5.816044,320,16.105968,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170422,33.08,50,,8.052984,320,19.908766,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170515,48.02,62.06,,12.750558,320,27.96175,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170625,55.04,75.02,,5.816044,320,27.066974,,,0.11023628
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170704,53.96,78.98,,2.684328,320,17.000744,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170707,62.96,82.94,,5.144962,320,14.987498,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170712,60.98,84.02,,2.460634,320,14.092722,,,0.27952771
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170718,60.98,82.94,,2.908022,320,14.092722,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170813,55.04,78.08,,3.802798,320,17.000744,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170816,51.08,75.02,,4.026492,320,16.105968,,,0
FULTON OSWEGO CO AP,NY,43.3497,-76.3847,144.8,20170826,46.94,71.96,,3.131716,320,17.000744,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170130,15.26,26.24,,5.368656,320,17.000744,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170206,22.1,39.02,,3.35541,320,21.922012,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170219,39.02,57.92,,8.052984,320,31.093466,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170304,10.22,18.14,,8.500372,320,31.093466,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170312,7.16,21.2,,7.605596,320,25.948504,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170314,16.16,21.2,,11.1847,320,33.106712,,,0.37007894
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170319,27.14,41,,3.35541,320,17.000744,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170322,18.14,33.98,,12.526864,320,36.014734,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170401,33.08,39.92,,7.158208,320,21.922012,,,0.05118113
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170515,48.02,64.04,,10.06623,320,27.96175,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170725,60.08,64.94,,6.263432,320,21.027236,,,0.03149608
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170813,57.92,78.08,,3.802798,320,17.000744,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170831,53.06,68,,6.487126,320,21.922012,,,0.12992133
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170901,42.98,62.96,,4.026492,320,21.027236,,,0
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170908,50,64.94,,6.039738,320,23.935258,,,0.05118113
PENN YAN AP,NY,42.6425,-77.0564,275.2,20170910,44.06,66.02,,3.802798,320,14.987498,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170108,19.22,24.26,,14.54011,320,31.988242,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170113,32,59,,12.30317,320,27.96175,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170130,26.24,37.94,,8.724066,320,23.040482,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170219,39.02,59,,6.263432,320,23.040482,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170305,15.26,33.98,,15.65858,320,35.119958,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170323,23.18,39.02,,9.618842,320,29.974996,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170402,37.94,55.94,,7.605596,320,19.908766,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170515,51.08,60.98,,10.289924,320,25.053728,,,0.07086618
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170519,60.98,86,,6.487126,320,23.040482,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170523,53.96,68,,3.802798,320,10.961006,,,0
MONTAUK AP,NY,41.0731,-71.9233,2.1,20170805,69.98,77,,6.487126,320,21.027236,,,0.31102379
FARMINGDALE AP,NY,40.7342,-73.4169,24.7,20170113,31.1,59,,12.750558,320,33.106712,,,0
FARMINGDALE AP,NY,40.7342,-73.4169,24.7,20170213,30.2,39.02,,19.01399,320,57.04197,,,0
FARMINGDALE AP,NY,40.7342,-73.4169,24.7,20170305,15.26,33.98,,11.632088,320,36.014734,,,0
FARMINGDALE AP,NY,40.7342,-73.4169,24.7,20170824,60.98,80.06,,5.816044,320,18.119214,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170108,14.18,22.1,,13.42164,320,27.96175,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170131,20.12,31.1,,2.460634,320,16.105968,,,0.01181103
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170226,27.14,42.98,,13.197946,320,34.001488,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170314,23.18,41,,13.645334,320,38.02798,,,2.85826926
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170320,31.1,51.98,,9.842536,320,25.053728,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170329,39.02,55.04,,11.632088,320,27.066974,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170408,35.96,53.96,,12.079476,320,33.106712,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170510,42.08,60.08,,4.250186,320,18.119214,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170527,51.98,69.08,,6.263432,320,17.000744,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170531,55.04,71.96,,3.579104,320,19.01399,,,0.01181103
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170708,68,84.02,,7.381902,320,31.988242,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170709,64.04,82.04,,7.82929,320,23.040482,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170802,71.96,82.94,,7.158208,320,21.027236,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170813,64.04,86,,5.144962,320,23.040482,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170820,64.94,84.02,,7.158208,320,21.922012,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170825,62.06,80.06,,4.697574,320,17.000744,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170831,62.96,84.02,,8.94776,320,27.066974,,,0
SHIRLEY BROOKHAVEN AP,NY,40.8217,-72.8689,25,20170901,51.08,71.06,,8.500372,320,29.974996,,,0
BONIFAY TRI CO AP,FL,30.8458,-85.6014,25.9,20170124,44.96,68,,1.565858,320,10.06623,,,0
BONIFAY TRI CO AP,FL,30.8458,-85.6014,25.9,20170127,39.02,55.94,,4.697574,320,18.119214,,,0
BONIFAY TRI CO AP,FL,30.8458,-85.6014,25.9,20170203,46.04,69.98,,4.026492,320,19.01399,,,0
BONIFAY TRI CO AP,FL,30.8458,-85.6014,25.9,20170205,39.92,73.94,,1.11847,320,8.94776,,,0
BONIFAY TRI CO AP,FL,30.8458,-85.6014,25.9,20170313,48.92,51.08,,,320,14.987498,,,0.01181103
BONIFAY TRI CO AP,FL,30.8458,-85.6014,25.9,20170813,75.92,95,,2.460634,320,23.040482,,,1.46063071
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,20170220,19.22,37.94,,6.263432,320,19.01399,,,0
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,20170304,5.18,18.14,,11.1847,320,31.093466,,,0
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,20170322,7.16,33.98,,17.224438,320,36.014734,,,0
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,20170328,37.04,51.98,,6.039738,320,19.01399,,,0
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,20170413,31.1,53.96,,10.513618,320,27.066974,,,0
ROME GRIFFISS AIRFIELD,NY,43.2339,-75.4117,158.2,20170728,55.94,78.08,,5.368656,320,19.01399,,,0
PLATTSBURGH INTL AP,NY,44.65,-73.4667,71.3,20170108,0.14,15.26,,3.802798,320,19.908766,,0,0
PLATTSBURGH INTL AP,NY,44.65,-73.4667,71.3,20170126,32,37.94,,3.802798,320,21.027236,,0,0.11023628
PLATTSBURGH INTL AP,NY,44.65,-73.4667,71.3,20170205,20.12,35.06,,6.039738,320,29.08022,,0,0
PLATTSBURGH INTL AP,NY,44.65,-73.4667,71.3,20170210,5.18,14.18,,7.605596,320,29.974996,,0,0.01181103
PLATTSBURGH INTL AP,NY,44.65,-73.4667,71.3,20170213,19.22,29.12,,10.289924,320,27.96175,,0,0.01181103
